year,country,avg_temperature_°c,co2_emissions_tons_capita,sea_level_rise_mm,rainfall_mm,population,renewable_energy_,extreme_weather_events,forest_area_,climate_risk_score,risk_level,carbon_alert
2019,Australia,0.6053511705685619,0.4615384615384615,0.2,0.7477982385908727,0.1164596343389491,0.534521158129176,0.6428571428571428,0.8247078464106844,49.11,Orta Risk,Normal Durum
2008,Japan,0.3177257525083611,0.7333333333333333,0.0499999999999999,0.7277822257806245,0.0225918584196287,0.3919821826280624,0.9285714285714284,0.6076794657762938,56.85,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2000,China,0.8695652173913043,0.1487179487179487,0.575,0.5368294635708567,0.76972591113527,0.8485523385300668,0.3571428571428571,0.4440734557595993,45.96,Orta Risk,Normal Durum
2007,France,0.9966555183946488,0.8512820512820513,0.4499999999999999,0.5856685348278623,0.9558591385782064,0.4922048997772829,0.8571428571428571,0.9432387312186976,85.33,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2006,Japan,0.7558528428093646,0.7128205128205128,0.95,0.8907125700560448,0.0427539738392418,0.4699331848552338,0.6428571428571428,0.0467445742904841,82.39,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2017,Brazil,0.0903010033444816,0.9076923076923076,0.0499999999999999,0.4315452361889511,0.0040869220379445,0.489977728285078,0.5714285714285714,0.8497495826377295,45.29,Orta Risk,Yüksek Karbon Emisyonu Uyarısı
2007,UK,0.2909698996655518,0.1333333333333333,0.675,0.4711769415532426,0.6677922384904152,0.846325167037862,0.0,0.998330550918197,16.96,Düşük Risk,Normal Durum
2000,Australia,0.1103678929765886,0.5948717948717948,0.025,0.678142514011209,0.2510685290579412,0.8307349665924276,0.9285714285714284,0.8864774624373957,40.32,Orta Risk,Normal Durum
2010,Japan,0.6521739130434783,0.5999999999999999,0.175,0.043634907926341,0.1095379778047145,0.4031180400890869,0.8571428571428571,0.8096828046744574,61.5,Yüksek Risk,Normal Durum
2017,France,0.7692307692307692,0.3538461538461538,0.4499999999999999,0.8738991192954364,0.9160625255420336,0.33184855233853,0.2142857142857142,0.373956594323873,48.26,Orta Risk,Normal Durum
2022,South Africa,0.9297658862876254,0.4564102564102564,0.4499999999999999,0.911929543634908,0.6681031663899176,0.489977728285078,1.0,0.2303839732888146,76.52,Kritik Risk,Normal Durum
2009,Germany,0.4381270903010034,0.0358974358974358,0.675,0.1865492393915132,0.9072502189897478,0.5723830734966593,0.0,0.7345575959933222,21.24,Düşük Risk,Normal Durum
2002,India,0.903010033444816,0.7435897435897435,0.8999999999999999,0.3250600480384307,0.7900605654761185,0.2360801781737194,0.0,0.3038397328881469,71.05,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2006,Canada,0.8795986622073578,0.5487179487179487,0.65,0.5088070456365092,0.6058481949938304,0.7928730512249444,0.5,0.1752921535893155,68.16,Yüksek Risk,Normal Durum
2015,India,0.3177257525083611,0.0564102564102564,0.95,0.3971176941553243,0.5810492769244245,0.4855233853006682,0.9285714285714284,0.7863105175292153,46.7,Orta Risk,Normal Durum
2015,South Africa,0.8729096989966555,0.6820512820512821,0.875,0.8126501200960767,0.2546224068229001,0.33184855233853,0.9285714285714284,0.3121869782971619,89.79,Kritik Risk,Normal Durum
2019,India,0.3779264214046822,0.4666666666666666,0.575,0.1285028022417934,0.2100217552425911,0.1046770601336303,0.8571428571428571,0.9148580968280468,56.67,Yüksek Risk,Normal Durum
2016,South Africa,0.2976588628762541,0.0358974358974358,0.825,0.3610888710968775,0.3407088889701348,0.2360801781737194,0.9285714285714284,0.8397328881469115,44.2,Orta Risk,Normal Durum
2001,USA,0.6521739130434783,0.9692307692307692,0.65,0.6164931945556444,0.1513419677366944,0.9487750556792872,0.7142857142857142,0.8480801335559265,76.95,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2000,South Africa,0.3311036789297659,0.9487179487179488,0.075,0.7998398718975179,0.091846164318496,0.3028953229398664,1.0,0.7712854757929882,67.08,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2015,South Africa,0.6321070234113711,0.5128205128205128,0.75,0.7261809447558046,0.6974301947943664,0.1670378619153675,0.0714285714285714,0.8814691151919867,49.84,Orta Risk,Normal Durum
2011,Mexico,0.6120401337792643,0.0923076923076922,0.0999999999999999,0.9907926341072856,0.626896353696555,0.4587973273942093,0.0,0.8046744574290483,18.29,Düşük Risk,Normal Durum
2004,South Africa,0.5652173913043478,0.7538461538461537,0.6,0.0584467574059247,0.6784289161957557,0.3051224944320713,0.7142857142857142,0.6026711185308848,70.81,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2004,Brazil,0.3812709030100334,0.4923076923076922,0.7,0.4563650920736589,0.4865006846473981,0.0334075723830735,0.5,0.2938230383973289,55.48,Yüksek Risk,Normal Durum
2022,Germany,0.5518394648829431,0.3025641025641025,0.075,0.3394715772618094,0.1759136307572149,0.3207126948775056,0.2142857142857142,0.8881469115191987,29.47,Orta Risk,Normal Durum
2008,Russia,0.5986622073578595,0.4923076923076922,0.2249999999999999,0.1461168935148118,0.1898352720232679,0.5434298440979956,0.1428571428571428,0.8397328881469115,37.94,Orta Risk,Normal Durum
2008,Japan,0.5484949832775919,0.523076923076923,0.925,0.4355484387510008,0.1664245886444767,0.5501113585746102,0.8571428571428571,0.4724540901502504,70.58,Yüksek Risk,Normal Durum
2002,Canada,0.4448160535117057,0.5641025641025641,0.625,0.8154523618895115,0.9928104569965994,0.3541202672605791,0.7857142857142857,0.0367278797996661,65.45,Yüksek Risk,Normal Durum
2018,Australia,0.0133779264214046,0.4410256410256409,0.25,0.0692554043234587,0.957913942720744,0.44543429844098,0.2142857142857142,0.6377295492487478,21.94,Düşük Risk,Normal Durum
2015,Germany,0.5886287625418061,0.6051282051282051,0.7,0.7417934347477982,0.0369763299879125,0.9643652561247216,0.9285714285714284,0.0484140233722871,72.53,Yüksek Risk,Normal Durum
2015,China,0.1705685618729097,0.9179487179487178,0.6,0.2345876701361088,0.8947077522692989,0.3763919821826281,0.7142857142857142,0.9265442404006676,62.21,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2002,Russia,0.6454849498327759,0.364102564102564,0.5,0.1973578863090472,0.0065676671090171,0.2561247216035635,0.2857142857142857,0.9616026711185308,44.32,Orta Risk,Normal Durum
2019,USA,0.7625418060200668,0.7282051282051282,0.975,0.454763811048839,0.4630282926668729,0.2427616926503341,0.0,0.1886477462437395,68.18,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2023,USA,0.5016722408026756,0.8923076923076921,0.675,0.7137710168134508,0.9379432343475506,0.4565701559020044,1.0,0.676126878130217,81.1,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2021,Indonesia,0.5451505016722408,0.4564102564102564,0.375,0.4679743795036029,0.3527728919014419,0.7594654788418709,0.9285714285714284,0.0901502504173622,60.59,Yüksek Risk,Normal Durum
2023,UK,0.9531772575250836,0.4410256410256409,0.8,0.0132105684547638,0.5920083785212491,0.2048997772828508,0.7142857142857142,0.7295492487479132,74.76,Yüksek Risk,Normal Durum
2000,South Africa,0.8494983277591973,0.5999999999999999,0.875,0.399119295436349,0.5395932434979094,0.7082405345211581,0.0,0.345575959933222,60.37,Yüksek Risk,Normal Durum
2023,Germany,0.9163879598662208,0.5897435897435898,0.125,0.532826261008807,0.3959477907191649,0.0200445434298441,0.1428571428571428,0.681135225375626,53.82,Yüksek Risk,Normal Durum
2019,France,0.8160535117056855,0.805128205128205,0.2,0.4147317854283426,0.0387476622597439,0.4187082405345211,0.3571428571428571,0.37228714524207,64.9,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2010,Mexico,0.1103678929765886,0.4769230769230769,0.2249999999999999,0.1489191353082466,0.9162311810313416,0.7750556792873051,0.0,0.1435726210350584,21.52,Düşük Risk,Normal Durum
2016,India,0.1505016722408027,0.9948717948717948,0.7,0.5804643714971978,0.6619945437573288,0.3363028953229399,0.9285714285714284,0.4056761268781301,75.13,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2007,China,0.5284280936454849,0.0615384615384615,0.6,0.7005604483586869,0.8613284591781852,0.5634743875278396,0.7142857142857142,0.1118530884808013,45.29,Orta Risk,Normal Durum
2003,USA,0.2474916387959866,0.0051282051282051,0.625,0.9123298638911128,0.6189180154066416,0.2026726057906459,0.7857142857142857,0.5759599332220368,36.05,Orta Risk,Normal Durum
2005,Canada,0.4782608695652174,0.641025641025641,0.95,0.2814251401120896,0.6992941753741581,0.7416481069042317,1.0,0.0400667779632721,78.31,Kritik Risk,Normal Durum
2007,USA,0.3946488294314381,0.2974358974358974,0.7749999999999999,0.2245796637309847,0.0275073559815418,0.0512249443207127,0.0714285714285714,0.5258764607679466,37.82,Orta Risk,Normal Durum
2019,Australia,0.5518394648829431,0.241025641025641,0.125,0.7493995196156925,0.510349597278779,0.8530066815144766,1.0,0.8864774624373957,44.34,Orta Risk,Normal Durum
2002,Japan,0.7491638795986622,0.3128205128205127,0.35,0.8494795836669335,0.2302042703423196,0.1959910913140312,0.7857142857142857,0.8380634390651085,56.41,Yüksek Risk,Normal Durum
2015,USA,0.7190635451505016,0.2564102564102564,0.425,0.1749399519615692,0.9861576543804752,0.8730512249443206,0.9285714285714284,0.8831385642737897,53.83,Yüksek Risk,Normal Durum
2002,Australia,0.5217391304347826,0.0307692307692307,0.4,0.7534027221777422,0.0201055031494475,0.3518930957683741,0.4285714285714285,0.9215358931552586,29.38,Orta Risk,Normal Durum
2017,Germany,0.826086956521739,0.9692307692307692,0.675,0.7918334667734187,0.5503566491203532,0.7216035634743876,0.9285714285714284,0.1035058430717863,94.19,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2013,Germany,0.4314381270903009,0.2205128205128205,0.8999999999999999,0.2790232185748599,0.159863269522042,0.3184855233853007,0.9285714285714284,0.1268781302170283,60.56,Yüksek Risk,Normal Durum
2017,Mexico,0.8996655518394648,0.7333333333333333,0.3,0.5248198558847077,0.7833440289311673,0.906458797327394,0.0,0.5559265442404007,53.64,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2001,UK,0.0702341137123745,0.764102564102564,0.55,0.6253002401921537,0.6443946795469699,0.1247216035634743,0.8571428571428571,0.8931552587646077,57.74,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2021,Indonesia,0.9565217391304348,0.9282051282051282,0.8,0.2762209767814251,0.6318921114831724,0.1759465478841871,0.9285714285714284,0.9749582637729548,97.02,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2002,Russia,0.6555183946488294,0.0307692307692307,0.425,0.920336269015212,0.1527540154510294,0.4922048997772829,1.0,0.0450751252086811,52.79,Yüksek Risk,Normal Durum
2015,USA,0.3812709030100334,0.8717948717948717,0.175,0.4799839871897517,0.0645204454408811,0.0801781737193763,0.4285714285714285,0.3539232053422371,57.41,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2008,Canada,0.197324414715719,0.5282051282051282,0.475,0.9831865492393914,0.2961478087788817,0.1937639198218263,1.0,0.2120200333889816,58.85,Yüksek Risk,Normal Durum
2003,USA,0.4816053511705684,0.6307692307692307,0.0499999999999999,0.6537229783827061,0.3823115052655684,0.9443207126948776,0.2142857142857142,0.7562604340567612,36.0,Orta Risk,Normal Durum
2000,Indonesia,0.1939799331103678,0.6461538461538461,0.95,0.6533226581265011,0.6776402831076562,0.975501113585746,0.6428571428571428,0.6393989983305509,55.61,Yüksek Risk,Normal Durum
2003,Argentina,0.1672240802675585,0.8205128205128205,0.075,0.0500400320256204,0.86680573812227,0.3741648106904231,0.9285714285714284,0.1185308848080133,59.04,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2000,Canada,0.6187290969899665,0.3333333333333333,0.4499999999999999,0.6024819855884708,0.4170303577340124,0.9220489977728286,0.3571428571428571,0.4824707846410684,42.02,Orta Risk,Normal Durum
2013,Brazil,0.5250836120401338,0.7333333333333333,0.525,0.4763811048839071,0.566192731897415,0.5434298440979956,0.9285714285714284,0.6844741235392321,70.74,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2020,South Africa,0.6722408026755853,0.5282051282051282,0.975,0.1168935148118494,0.8176201909729575,0.267260579064588,0.5,0.7779632721202003,66.53,Yüksek Risk,Normal Durum
2015,Russia,0.9331103678929764,0.7948717948717948,0.175,0.5464371497197757,0.1194218926728762,0.7015590200445435,0.5714285714285714,0.018363939899833,73.46,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2019,Brazil,0.5351170568561873,0.9897435897435896,0.125,0.4075260208166533,0.2422619999270222,0.6592427616926504,0.3571428571428571,0.8898163606010017,56.95,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2023,Argentina,0.5819397993311036,0.2,0.0,0.9431545236188952,0.0654320091372079,0.9888641425389756,0.7857142857142857,0.5692821368948248,37.22,Orta Risk,Normal Durum
2007,Argentina,0.0903010033444816,0.9948717948717948,0.15,0.1669335468374699,0.1431460574996447,0.2628062360801781,0.7142857142857142,0.8113522537562604,55.61,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2006,Indonesia,0.7190635451505016,0.0923076923076922,0.2,0.176941553242594,0.8441823134512159,0.6703786191536749,0.8571428571428571,0.8080133555926544,43.46,Orta Risk,Normal Durum
2002,USA,0.4013377926421404,0.0,0.625,0.2734187349879904,0.0580382310588772,0.0489977728285078,1.0,0.1886477462437395,49.34,Orta Risk,Normal Durum
2016,Indonesia,0.9799331103678928,0.0461538461538461,0.2249999999999999,0.9135308246597278,0.4124765231611992,0.111358574610245,0.9285714285714284,0.1085141903171953,59.92,Yüksek Risk,Normal Durum
2000,Indonesia,0.826086956521739,0.3435897435897436,0.025,0.5848678943154524,0.5800411183313057,0.0022271714922049,0.5714285714285714,0.7212020033388981,50.49,Yüksek Risk,Normal Durum
2015,Argentina,0.5250836120401338,0.6307692307692307,0.825,0.9047237790232184,0.3245134269002201,1.0,0.2142857142857142,0.1552587646076794,55.2,Yüksek Risk,Normal Durum
2011,Russia,0.1237458193979932,0.0666666666666666,0.375,0.0332265812650119,0.0816455965209881,0.801781737193764,0.3571428571428571,0.8497495826377295,13.76,Düşük Risk,Normal Durum
2018,Brazil,0.862876254180602,0.0051282051282051,0.35,0.7069655724579663,0.892791230168906,0.7861915367483296,0.5,0.7262103505843072,38.39,Orta Risk,Normal Durum
2021,India,0.8026755852842808,0.9384615384615383,0.3,0.0332265812650119,0.8719734865133619,0.5077951002227171,0.5714285714285714,0.8414023372287145,73.19,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2022,USA,0.1839464882943143,0.8205128205128205,0.975,0.7778222578062449,0.1890035056402438,0.2984409799554566,0.1428571428571428,0.2971619365609348,56.17,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2021,Argentina,0.2976588628762541,0.8102564102564103,0.175,0.8450760608486789,0.0304969339827667,0.1492204899777283,0.0714285714285714,0.3155258764607679,43.44,Orta Risk,Yüksek Karbon Emisyonu Uyarısı
2013,Brazil,0.7959866220735786,0.8820512820512819,0.8999999999999999,0.6677341873498799,0.343124606831225,0.2828507795100223,0.3571428571428571,0.6711185308848079,79.19,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2005,UK,0.1872909698996655,0.7025641025641025,0.7749999999999999,0.2646116893514811,0.8053564866276859,0.3741648106904231,0.2142857142857142,0.030050083472454,51.11,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2005,India,0.9197324414715718,0.1025641025641025,0.075,0.2502001601281024,0.3356382708741381,0.755011135857461,0.0,0.7262103505843072,26.42,Orta Risk,Normal Durum
2012,India,0.4247491638795986,0.4,0.975,0.0248198558847077,0.2090293514263472,0.5389755011135858,0.5,0.8347245409015025,52.01,Yüksek Risk,Normal Durum
2018,Germany,0.0869565217391304,0.7230769230769231,0.275,0.3670936749399519,0.8981483308539487,0.0757238307349666,0.5714285714285714,0.4140233722871452,47.78,Orta Risk,Yüksek Karbon Emisyonu Uyarısı
2021,Mexico,0.8193979933110368,0.282051282051282,0.0999999999999999,0.5500400320256205,0.1076486849424154,0.0155902004454343,0.9285714285714284,0.7646076794657762,57.91,Yüksek Risk,Normal Durum
2007,USA,0.3745819397993311,0.6871794871794872,0.825,0.4723779023218575,0.771398763133175,0.1002227171492205,0.5714285714285714,0.1736227045075125,66.98,Yüksek Risk,Normal Durum
2001,India,0.5284280936454849,0.0256410256410256,0.7,0.644915932746197,0.027855963433737,0.4097995545657016,0.0714285714285714,0.3205342237061769,29.49,Orta Risk,Normal Durum
2020,Argentina,0.1137123745819397,0.3076923076923076,0.625,0.1957566052842273,0.877177870215148,0.9331848552338532,0.5714285714285714,0.9749582637729548,30.83,Orta Risk,Normal Durum
2000,Germany,0.0033444816053511,0.5487179487179487,0.15,0.7514011208967173,0.3527886753860007,0.6369710467706015,0.4285714285714285,0.986644407345576,25.75,Orta Risk,Normal Durum
2014,Brazil,0.6387959866220736,0.6307692307692307,0.475,0.7762209767814251,0.1745203399257893,0.801781737193764,0.2857142857142857,0.5125208681135225,52.99,Yüksek Risk,Normal Durum
2000,UK,0.5183946488294314,0.5794871794871795,0.7749999999999999,0.1244995996797438,0.0257062344639128,0.4654788418708241,0.4285714285714285,0.9348914858096826,55.95,Yüksek Risk,Normal Durum
2004,Australia,0.5953177257525083,0.6974358974358974,0.3,0.3670936749399519,0.1537775254780658,0.3608017817371938,0.8571428571428571,0.5225375626043405,67.75,Yüksek Risk,Normal Durum
2015,USA,0.7959866220735786,0.0051282051282051,0.3,0.7530024019215372,0.1439054711894702,0.1069042316258351,0.5714285714285714,0.2904841402337229,44.08,Orta Risk,Normal Durum
2018,Russia,0.648829431438127,0.1025641025641025,0.0,0.3246597277822257,0.8571555116949354,0.8752783964365256,0.5,0.2654424040066778,31.15,Orta Risk,Normal Durum
2003,Indonesia,0.1739130434782608,0.8666666666666666,0.175,0.5956765412329864,0.8079181701424927,0.7817371937639199,0.3571428571428571,0.9298831385642736,41.05,Orta Risk,Yüksek Karbon Emisyonu Uyarısı
2002,Canada,0.3612040133779264,0.6820512820512821,0.875,0.5304243394715773,0.4383102685442914,0.1670378619153675,0.8571428571428571,0.1702838063439065,74.02,Yüksek Risk,Normal Durum
2016,Canada,0.9096989966555185,0.1128205128205128,0.4499999999999999,0.2714171337069655,0.2441621048207362,0.512249443207127,0.2142857142857142,0.5792988313856426,41.24,Orta Risk,Normal Durum
2016,Brazil,0.7725752508361204,0.8410256410256409,0.975,0.1733386709367494,0.9978224224238036,0.4855233853006682,0.8571428571428571,0.5542570951585976,90.23,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2011,France,0.5585284280936454,0.241025641025641,0.4,0.2722177742193754,0.869041331056678,0.623608017817372,1.0,0.7395659432387311,52.02,Yüksek Risk,Normal Durum
2013,France,0.2575250836120401,0.4769230769230769,0.725,0.4631705364291433,0.8581233331215328,0.9465478841870824,0.0,0.4991652754590985,32.14,Orta Risk,Normal Durum
2020,Brazil,0.3043478260869565,0.1435897435897435,0.275,0.4291433146517214,0.9957162229149408,0.579064587973274,0.3571428571428571,0.2704507512520868,25.36,Orta Risk,Normal Durum
2005,Argentina,0.7357859531772575,0.7076923076923077,0.375,0.5820656525220176,0.6423299274742998,0.5389755011135858,0.1428571428571428,0.1686143572621035,57.23,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2002,India,0.8528428093645485,0.6666666666666666,0.2,0.955164131305044,0.2681973453915787,0.0489977728285078,0.3571428571428571,0.6193656093489148,61.65,Yüksek Risk,Normal Durum
2008,Mexico,0.6722408026755853,0.2102564102564102,0.35,0.9579663730984788,0.1675219484704224,0.0601336302895322,0.3571428571428571,0.7178631051752922,41.13,Orta Risk,Normal Durum
2004,USA,0.8127090301003345,0.8615384615384615,0.55,0.5480384307445957,0.9863029669343848,0.1848552338530067,0.9285714285714284,0.5692821368948248,87.87,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2023,Canada,0.7692307692307692,0.4,1.0,0.2590072057646116,0.2401926381180243,0.0311804008908686,0.2142857142857142,0.7378964941569282,59.84,Yüksek Risk,Normal Durum
2016,Canada,0.1505016722408027,0.2923076923076922,0.675,0.0972778222578062,0.2526160059883424,0.7438752783964365,0.0714285714285714,0.1402337228714524,26.27,Orta Risk,Normal Durum
2013,Mexico,0.4247491638795986,0.1538461538461538,0.2,0.8626901521216974,0.4743951919360644,0.7216035634743876,1.0,0.8814691151919867,39.39,Orta Risk,Normal Durum
2020,India,0.1538461538461538,0.2666666666666666,0.0499999999999999,0.1176941553242593,0.7070623497347426,0.133630289532294,0.5714285714285714,0.5809682804674456,27.24,Orta Risk,Normal Durum
2002,Canada,0.237458193979933,0.0205128205128205,0.125,0.8638911128903122,0.0303332808073627,0.8351893095768375,0.0714285714285714,0.1252086811352253,8.1,Düşük Risk,Normal Durum
2000,Indonesia,0.8729096989966555,0.5846153846153846,0.575,0.644915932746197,0.1950626606274752,0.1536748329621381,0.1428571428571428,0.4607679465776294,61.21,Yüksek Risk,Normal Durum
2019,Russia,0.4749163879598661,0.8410256410256409,0.7749999999999999,0.9563650920736588,0.795808616011592,0.3006681514476615,0.6428571428571428,0.8447412353923205,71.27,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2020,USA,0.5384615384615384,0.5487179487179487,0.95,0.8594875900720576,0.2272240675529349,0.2472160356347438,0.0,0.8981636060100167,49.62,Orta Risk,Normal Durum
2022,Japan,0.1806020066889632,0.2205128205128205,0.025,0.6509207365892714,0.9735580486038626,0.3719376391982183,0.4285714285714285,0.2637729549248747,22.83,Düşük Risk,Normal Durum
2000,Canada,0.31438127090301,0.0358974358974358,0.525,0.010408326661329,0.3536919963886136,0.2538975501113586,1.0,0.7111853088480802,41.58,Orta Risk,Normal Durum
2002,Brazil,0.2307692307692307,0.2153846153846154,0.475,0.7942353883106484,0.2661630040860608,0.487750556792873,0.0,0.0984974958263772,22.24,Düşük Risk,Normal Durum
2017,Russia,0.2073578595317725,0.4153846153846153,0.65,0.6240992794235388,0.9327543944211634,0.4053452115812918,0.7142857142857142,0.031719532554257,50.92,Yüksek Risk,Normal Durum
2009,Canada,0.6387959866220736,0.7589743589743589,0.55,0.0224179343474779,0.6542925449140792,0.9866369710467706,0.5714285714285714,0.5592654424040067,64.84,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2021,South Africa,0.2575250836120401,0.1897435897435897,0.675,0.6084867894315452,0.7955575027243842,0.0534521158129176,0.7142857142857142,0.6944908180300501,42.6,Orta Risk,Normal Durum
2002,UK,0.6354515050167223,0.717948717948718,0.65,0.1180944755804643,0.2164950135449383,0.1403118040089087,0.7142857142857142,0.7946577629382304,72.42,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2007,Indonesia,0.060200668896321,0.8666666666666666,0.125,0.8726981585268214,0.904896816897904,0.0512249443207127,0.0,0.33889816360601,35.92,Orta Risk,Yüksek Karbon Emisyonu Uyarısı
2013,Russia,0.1438127090301003,0.4564102564102564,0.8,0.9187349879903924,0.0171517078407076,0.6258351893095769,0.2857142857142857,0.005008347245409,41.41,Orta Risk,Normal Durum
2023,Germany,0.2742474916387959,0.8205128205128205,0.125,0.3602882305844676,0.384064508398979,0.0534521158129176,0.4285714285714285,0.4791318864774624,50.62,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2017,Japan,0.5986622073578595,0.5538461538461539,0.7,0.7858286629303443,0.9557612238456512,0.8351893095768375,0.1428571428571428,0.015025041736227,52.4,Yüksek Risk,Normal Durum
2014,UK,0.6789297658862876,0.6358974358974359,0.425,0.4391513210568455,0.5520238385276267,0.5100222717149221,0.5714285714285714,0.0901502504173622,65.04,Yüksek Risk,Normal Durum
2021,China,0.4448160535117057,0.5282051282051282,0.525,0.6709367493995196,0.279598586227528,0.5256124721603563,0.5,0.325542570951586,52.28,Yüksek Risk,Normal Durum
2022,Brazil,0.4481605351170568,0.4615384615384615,0.8999999999999999,0.4763811048839071,0.2144226697252847,0.5612472160356348,0.8571428571428571,0.4357262103505843,64.86,Yüksek Risk,Normal Durum
2001,Brazil,0.725752508361204,0.2358974358974358,0.8999999999999999,0.3078462770216172,0.4957469997050616,0.1692650334075723,1.0,0.2787979966611018,72.04,Yüksek Risk,Normal Durum
2009,USA,0.0167224080267558,0.3025641025641025,0.825,0.61048839071257,0.3377655231629231,0.1959910913140312,0.1428571428571428,0.5809682804674456,27.73,Orta Risk,Normal Durum
2001,Mexico,0.3411371237458194,0.2923076923076922,0.5,0.5512409927942353,0.113806439340461,0.3162583518930958,1.0,0.0534223706176961,55.21,Yüksek Risk,Normal Durum
2016,UK,0.822742474916388,0.5641025641025641,0.725,0.4991993594875901,0.8864593184539503,0.5924276169265034,0.2857142857142857,0.1435726210350584,64.48,Yüksek Risk,Normal Durum
2007,Russia,0.6053511705685619,0.1179487179487179,0.525,0.621697357886309,0.0418509262773172,0.2093541202672605,0.4285714285714285,0.6944908180300501,39.86,Orta Risk,Normal Durum
2000,India,0.3377926421404682,0.9179487179487178,0.875,0.0576461168935148,0.0721965628717918,0.1135857461024498,0.7857142857142857,0.1402337228714524,80.83,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2008,Brazil,0.9096989966555185,0.7230769230769231,0.4,0.7934347477982385,0.7922316787996128,0.9710467706013364,0.9285714285714284,0.6393989983305509,77.6,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2010,Russia,0.7759197324414715,0.4,0.975,0.5056044835868695,0.1033246769092649,0.0200445434298441,0.2142857142857142,0.0534223706176961,63.91,Yüksek Risk,Normal Durum
2021,Argentina,0.2642140468227424,0.158974358974359,0.925,0.7630104083266613,0.5786366925070222,0.801781737193764,0.2857142857142857,0.4056761268781301,32.81,Orta Risk,Normal Durum
2015,Russia,0.648829431438127,0.8820512820512819,0.75,0.956765412329864,0.5927250730244888,0.7884187082405345,0.1428571428571428,0.1752921535893155,66.43,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2006,Argentina,0.5986622073578595,0.8256410256410257,0.275,0.7089671737389912,0.7646944216123064,0.2962138084632517,0.5714285714285714,0.1085141903171953,68.04,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2009,South Africa,0.4013377926421404,0.7230769230769231,0.125,0.4231385108086469,0.7167987961019403,0.133630289532294,0.6428571428571428,0.5659432387312187,55.23,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2022,Australia,0.3678929765886287,0.2717948717948718,0.8500000000000001,0.8194555644515613,0.6550932058040029,0.1447661469933185,0.5714285714285714,0.9282136894824708,46.78,Orta Risk,Normal Durum
2002,Australia,0.3444816053511705,0.4,0.175,0.8078462770216173,0.8843332360032805,0.6971046770601336,0.4285714285714285,0.0534223706176961,36.7,Orta Risk,Normal Durum
2017,China,0.6187290969899665,0.1025641025641025,0.8500000000000001,0.0604483586869495,0.1159024038423535,0.6414253897550111,0.6428571428571428,0.4207011686143572,50.11,Yüksek Risk,Normal Durum
2023,Germany,0.4448160535117057,0.1897435897435897,0.5,0.9907926341072856,0.7277567185306524,0.7817371937639199,0.0714285714285714,0.7078464106844741,24.56,Düşük Risk,Normal Durum
2012,China,0.8361204013377926,0.7846153846153846,0.4,0.2025620496397117,0.1008089299947068,0.9376391982182628,0.4285714285714285,0.4624373956594323,66.48,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2006,Argentina,0.6722408026755853,0.7128205128205128,0.8999999999999999,0.1957566052842273,0.2970238524580303,0.690423162583519,0.4285714285714285,0.8063439065108513,67.44,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
